CODREG;REG;CODDEP;CODCOM;COM;CODFRAC_CAN;FRAC_CAN;PMUN;PCAP;PTOT
32;Hauts-de-France;60;159;Compiègne;06;Compiègne-1;15713;476;16189
32;Hauts-de-France;60;159;Compiègne;07;Compiègne-2;24829;549;25378
28;Normandie;61;001;Alençon;02;Alençon-1;15130;585;15715
28;Normandie;61;001;Alençon;03;Alençon-2;10645;163;10808
28;Normandie;61;006;Argentan;04;Argentan-1;7710;219;7929
28;Normandie;61;006;Argentan;05;Argentan-2;6020;149;6169
28;Normandie;61;483;Bagnoles de l'Orne Normandie;07;Bagnoles-de-l'Orne;2388;43;2431
28;Normandie;61;483;Bagnoles de l'Orne Normandie;12;La Ferté-Macé;325;8;333
28;Normandie;61;153;Écouché-les-Vallées;04;Argentan-1;316;6;322
28;Normandie;61;153;Écouché-les-Vallées;15;Magny-le-Désert;1864;42;1906
28;Normandie;61;168;Ferté Macé ;12;La Ferté-Macé;5081;400;5481
28;Normandie;61;168;Ferté Macé ;15;Magny-le-Désert;126;2;128
28;Normandie;61;169;Flers;13;Flers-1;7252;135;7387
28;Normandie;61;169;Flers;14;Flers-2;7527;227;7754
32;Hauts-de-France;62;041;Arras;02;Arras-1;14589;172;14761
32;Hauts-de-France;62;041;Arras;03;Arras-2;16337;476;16813
32;Hauts-de-France;62;041;Arras;04;Arras-3;10629;138;10767
32;Hauts-de-France;62;160;Boulogne-sur-Mer;13;Boulogne-sur-Mer-1;22564;180;22744
32;Hauts-de-France;62;160;Boulogne-sur-Mer;14;Boulogne-sur-Mer-2;18100;262;18362
32;Hauts-de-France;62;193;Calais;18;Calais-1;23536;272;23808
32;Hauts-de-France;62;193;Calais;19;Calais-2;5942;31;5973
32;Hauts-de-France;62;193;Calais;20;Calais-3;43451;323;43774
32;Hauts-de-France;62;427;Hénin-Beaumont;27;Hénin-Beaumont-1;9202;121;9323
32;Hauts-de-France;62;427;Hénin-Beaumont;28;Hénin-Beaumont-2;16715;251;16966
84;Auvergne-Rhône-Alpes;63;113;Clermont-Ferrand;10;Clermont-Ferrand-1;22250;135;22385
84;Auvergne-Rhône-Alpes;63;113;Clermont-Ferrand;11;Clermont-Ferrand-2;24754;460;25214
84;Auvergne-Rhône-Alpes;63;113;Clermont-Ferrand;12;Clermont-Ferrand-3;24644;273;24917
84;Auvergne-Rhône-Alpes;63;113;Clermont-Ferrand;13;Clermont-Ferrand-4;22149;287;22436
84;Auvergne-Rhône-Alpes;63;113;Clermont-Ferrand;14;Clermont-Ferrand-5;27135;603;27738
84;Auvergne-Rhône-Alpes;63;113;Clermont-Ferrand;15;Clermont-Ferrand-6;25802;972;26774
75;Nouvelle-Aquitaine;64;024;Anglet;01;Anglet;23958;774;24732
75;Nouvelle-Aquitaine;64;024;Anglet;04;Bayonne-1;15646;394;16040
75;Nouvelle-Aquitaine;64;102;Bayonne;04;Bayonne-1;5838;187;6025
75;Nouvelle-Aquitaine;64;102;Bayonne;05;Bayonne-2;19306;229;19535
75;Nouvelle-Aquitaine;64;102;Bayonne;06;Bayonne-3;26267;742;27009
75;Nouvelle-Aquitaine;64;422;Oloron-Sainte-Marie;14;Oloron-Sainte-Marie-1;6765;436;7201
75;Nouvelle-Aquitaine;64;422;Oloron-Sainte-Marie;15;Oloron-Sainte-Marie-2;3864;213;4077
75;Nouvelle-Aquitaine;64;445;Pau;18;Pau-1;25868;382;26250
75;Nouvelle-Aquitaine;64;445;Pau;19;Pau-2;19088;249;19337
75;Nouvelle-Aquitaine;64;445;Pau;20;Pau-3;14067;578;14645
75;Nouvelle-Aquitaine;64;445;Pau;21;Pau-4;17252;242;17494
76;Occitanie;65;286;Lourdes;05;Lourdes-1;6891;196;7087
76;Occitanie;65;286;Lourdes;06;Lourdes-2;6319;123;6442
76;Occitanie;65;440;Tarbes;10;Tarbes-1;13891;250;14141
76;Occitanie;65;440;Tarbes;11;Tarbes-2;14095;169;14264
76;Occitanie;65;440;Tarbes;12;Tarbes-3;14440;618;15058
76;Occitanie;66;136;Perpignan;06;Perpignan-1;28944;277;29221
76;Occitanie;66;136;Perpignan;07;Perpignan-2;14661;275;14936
76;Occitanie;66;136;Perpignan;08;Perpignan-3;14048;208;14256
76;Occitanie;66;136;Perpignan;09;Perpignan-4;23808;289;24097
76;Occitanie;66;136;Perpignan;10;Perpignan-5;20881;211;21092
76;Occitanie;66;136;Perpignan;11;Perpignan-6;16846;158;17004
44;Grand Est;67;482;Strasbourg;17;Strasbourg-1;47352;368;47720
44;Grand Est;67;482;Strasbourg;18;Strasbourg-2;44696;298;44994
44;Grand Est;67;482;Strasbourg;19;Strasbourg-3;49514;224;49738
44;Grand Est;67;482;Strasbourg;20;Strasbourg-4;43174;569;43743
44;Grand Est;67;482;Strasbourg;21;Strasbourg-5;40598;675;41273
44;Grand Est;67;482;Strasbourg;22;Strasbourg-6;59343;721;60064
44;Grand Est;67;372;Val-de-Moder;02;Bouxwiller;135;1;136
44;Grand Est;67;372;Val-de-Moder;13;Reichshoffen;4933;59;4992
44;Grand Est;68;066;Colmar;04;Colmar-1;38428;538;38966
44;Grand Est;68;066;Colmar;05;Colmar-2;30275;533;30808
44;Grand Est;68;224;Mulhouse;10;Mulhouse-1;40198;484;40682
44;Grand Est;68;224;Mulhouse;11;Mulhouse-2;41571;383;41954
44;Grand Est;68;224;Mulhouse;12;Mulhouse-3;27173;365;27538
84;Auvergne-Rhône-Alpes;69;179;Beauvallon ;08;Mornant;2750;40;2790
84;Auvergne-Rhône-Alpes;69;179;Beauvallon ;09;Saint-Symphorien-d'Ozon;1311;34;1345
84;Auvergne-Rhône-Alpes;69;135;Deux-Grosnes;03;Belleville;125;7;132
84;Auvergne-Rhône-Alpes;69;135;Deux-Grosnes;11;Thizy-les-Bourgs;1784;46;1830
27;Bourgogne-Franche-Comté;70;245;Fougerolles-Saint-Valbert ;08;Luxeuil-les-Bains;239;2;241
27;Bourgogne-Franche-Comté;70;245;Fougerolles-Saint-Valbert ;13;Saint-Loup-sur-Semouse;3565;121;3686
27;Bourgogne-Franche-Comté;70;285;Héricourt ;03;Héricourt-1;2522;51;2573
27;Bourgogne-Franche-Comté;70;285;Héricourt ;04;Héricourt-2;8132;226;8358
27;Bourgogne-Franche-Comté;70;310;Lure;06;Lure-1;4690;117;4807
27;Bourgogne-Franche-Comté;70;310;Lure;07;Lure-2;3441;70;3511
27;Bourgogne-Franche-Comté;70;550;Vesoul;15;Vesoul-1;5114;152;5266
27;Bourgogne-Franche-Comté;70;550;Vesoul;16;Vesoul-2;9859;600;10459
27;Bourgogne-Franche-Comté;71;014;Autun;01;Autun-1;7910;464;8374
27;Bourgogne-Franche-Comté;71;014;Autun;02;Autun-2;5247;578;5825
27;Bourgogne-Franche-Comté;71;076;Chalon-sur-Saône;05;Chalon-sur-Saône-1;10967;162;11129
27;Bourgogne-Franche-Comté;71;076;Chalon-sur-Saône;06;Chalon-sur-Saône-2;20872;774;21646
27;Bourgogne-Franche-Comté;71;076;Chalon-sur-Saône;07;Chalon-sur-Saône-3;12971;570;13541
27;Bourgogne-Franche-Comté;71;153;Le Creusot;12;Le Creusot-1;12270;166;12436
27;Bourgogne-Franche-Comté;71;153;Le Creusot;13;Le Creusot-2;9221;130;9351
27;Bourgogne-Franche-Comté;71;270;Mâcon;21;Mâcon-1;14016;218;14234
27;Bourgogne-Franche-Comté;71;270;Mâcon;22;Mâcon-2;19794;533;20327
52;Pays de la Loire;72;181;Le Mans;10;Le Mans-1;20446;339;20785
52;Pays de la Loire;72;181;Le Mans;11;Le Mans-2;16232;303;16535
52;Pays de la Loire;72;181;Le Mans;12;Le Mans-3;29143;870;30013
52;Pays de la Loire;72;181;Le Mans;13;Le Mans-4;21545;458;22003
52;Pays de la Loire;72;181;Le Mans;14;Le Mans-5;24171;537;24708
52;Pays de la Loire;72;181;Le Mans;15;Le Mans-6;22852;216;23068
52;Pays de la Loire;72;181;Le Mans;16;Le Mans-7;8863;115;8978
84;Auvergne-Rhône-Alpes;73;008;Aix-les-Bains;01;Aix-les-Bains-1;7884;165;8049
84;Auvergne-Rhône-Alpes;73;008;Aix-les-Bains;02;Aix-les-Bains-2;22109;405;22514
84;Auvergne-Rhône-Alpes;73;011;Albertville;03;Albertville-1;10329;332;10661
84;Auvergne-Rhône-Alpes;73;011;Albertville;04;Albertville-2;8885;226;9111
84;Auvergne-Rhône-Alpes;73;065;Chambéry;07;Chambéry-1;20955;681;21636
84;Auvergne-Rhône-Alpes;73;065;Chambéry;08;Chambéry-2;18119;507;18626
84;Auvergne-Rhône-Alpes;73;065;Chambéry;09;Chambéry-3;19759;355;20114
84;Auvergne-Rhône-Alpes;74;010;Annecy ;01;Annecy-1;25723;393;26116
84;Auvergne-Rhône-Alpes;74;010;Annecy ;02;Annecy-2;36750;1128;37878
84;Auvergne-Rhône-Alpes;74;010;Annecy ;03;Annecy-le-Vieux;25802;839;26641
84;Auvergne-Rhône-Alpes;74;010;Annecy ;16;Seynod;39924;922;40846
84;Auvergne-Rhône-Alpes;74;212;Glières-Val-de-Borne ;05;Bonneville;1142;16;1158
84;Auvergne-Rhône-Alpes;74;212;Glières-Val-de-Borne ;08;Faverges;667;15;682
28;Normandie;76;217;Dieppe;07;Dieppe-1;17616;351;17967
28;Normandie;76;217;Dieppe;08;Dieppe-2;10945;127;11072
28;Normandie;76;351;Le Havre;14;Le Havre-1;38525;405;38930
28;Normandie;76;351;Le Havre;15;Le Havre-2;10661;113;10774
28;Normandie;76;351;Le Havre;16;Le Havre-3;23991;113;24104
28;Normandie;76;351;Le Havre;17;Le Havre-4;35342;255;35597
28;Normandie;76;351;Le Havre;18;Le Havre-5;32399;605;33004
28;Normandie;76;351;Le Havre;19;Le Havre-6;28815;363;29178
28;Normandie;76;540;Rouen;28;Rouen-1;38073;619;38692
28;Normandie;76;540;Rouen;29;Rouen-2;35404;649;36053
28;Normandie;76;540;Rouen;30;Rouen-3;37883;337;38220
28;Normandie;76;575;Saint-Étienne-du-Rouvray;31;Saint-Étienne-du-Rouvray;21462;212;21674
28;Normandie;76;575;Saint-Étienne-du-Rouvray;34;Sotteville-lès-Rouen;7038;38;7076
28;Normandie;76;681;Sotteville-lès-Rouen;27;Le Petit-Quevilly;7552;182;7734
28;Normandie;76;681;Sotteville-lès-Rouen;34;Sotteville-lès-Rouen;21406;262;21668
28;Normandie;76;034;Val-de-Scie;20;Luneray;2250;19;2269
28;Normandie;76;034;Val-de-Scie;23;Neufchâtel-en-Bray;295;3;298
11;Île-de-France;78;646;Versailles;20;Versailles-1;64399;1694;66093
11;Île-de-France;78;646;Versailles;21;Versailles-2;20806;354;21160
75;Nouvelle-Aquitaine;79;191;Niort;10;Niort-1;20162;535;20697
75;Nouvelle-Aquitaine;79;191;Niort;11;Niort-2;18960;682;19642
75;Nouvelle-Aquitaine;79;191;Niort;12;Niort-3;19937;600;20537
32;Hauts-de-France;80;001;Abbeville;01;Abbeville-1;12318;315;12633
32;Hauts-de-France;80;001;Abbeville;02;Abbeville-2;10519;94;10613
32;Hauts-de-France;80;021;Amiens;06;Amiens-1;27769;154;27923
32;Hauts-de-France;80;021;Amiens;07;Amiens-2;15461;173;15634
32;Hauts-de-France;80;021;Amiens;08;Amiens-3;16063;82;16145
32;Hauts-de-France;80;021;Amiens;09;Amiens-4;13608;320;13928
32;Hauts-de-France;80;021;Amiens;10;Amiens-5;20617;410;21027
32;Hauts-de-France;80;021;Amiens;11;Amiens-6;22434;1163;23597
32;Hauts-de-France;80;021;Amiens;12;Amiens-7;17939;352;18291
32;Hauts-de-France;80;625;Trois-Rivières ;19;Moreuil;1114;10;1124
32;Hauts-de-France;80;625;Trois-Rivières ;22;Roye;405;2;407
76;Occitanie;81;004;Albi;01;Albi-1;15997;757;16754
76;Occitanie;81;004;Albi;02;Albi-2;11523;407;11930
76;Occitanie;81;004;Albi;03;Albi-3;8614;358;8972
76;Occitanie;81;004;Albi;04;Albi-4;12859;226;13085
76;Occitanie;81;060;Carmaux;05;Carmaux-1 Le Ségala;5755;92;5847
76;Occitanie;81;060;Carmaux;06;Carmaux-2 Vallée du Cérou;3886;66;3952
76;Occitanie;81;065;Castres;07;Castres-1;17662;516;18178
76;Occitanie;81;065;Castres;08;Castres-2;9732;471;10203
76;Occitanie;81;065;Castres;09;Castres-3;14401;478;14879
76;Occitanie;81;163;Mazamet;16;Mazamet-1;2550;44;2594
76;Occitanie;81;163;Mazamet;17;Mazamet-2 Vallée du Thoré;7483;379;7862
76;Occitanie;81;218;Puygouzon;02;Albi-2;3066;72;3138
76;Occitanie;81;218;Puygouzon;22;Saint-Juéry;419;7;426
76;Occitanie;82;121;Montauban;06;Montauban-1;19742;405;20147
76;Occitanie;82;121;Montauban;07;Montauban-2;19974;614;20588
76;Occitanie;82;121;Montauban;08;Montauban-3;21236;434;21670
93;Provence-Alpes-Côte d'Azur;83;061;Fréjus;05;Fréjus;42253;603;42856
93;Provence-Alpes-Côte d'Azur;83;061;Fréjus;14;Saint-Raphaël;11533;234;11767
93;Provence-Alpes-Côte d'Azur;83;069;Hyères;02;La Crau;7815;83;7898
93;Provence-Alpes-Côte d'Azur;83;069;Hyères;08;Hyères;47254;895;48149
93;Provence-Alpes-Côte d'Azur;83;126;La Seyne-sur-Mer;16;La Seyne-sur-Mer-1;53048;574;53622
93;Provence-Alpes-Côte d'Azur;83;126;La Seyne-sur-Mer;17;La Seyne-sur-Mer-2;9840;192;10032
93;Provence-Alpes-Côte d'Azur;83;137;Toulon;19;Toulon-1;51041;372;51413
93;Provence-Alpes-Côte d'Azur;83;137;Toulon;20;Toulon-2;45687;398;46085
93;Provence-Alpes-Côte d'Azur;83;137;Toulon;21;Toulon-3;26711;444;27155
93;Provence-Alpes-Côte d'Azur;83;137;Toulon;22;Toulon-4;52759;653;53412
93;Provence-Alpes-Côte d'Azur;84;007;Avignon;02;Avignon-1;30838;426;31264
93;Provence-Alpes-Côte d'Azur;84;007;Avignon;03;Avignon-2;32567;776;33343
93;Provence-Alpes-Côte d'Azur;84;007;Avignon;04;Avignon-3;28324;503;28827
52;Pays de la Loire;85;191;La Roche-sur-Yon;12;La Roche-sur-Yon-1;25798;1827;27625
52;Pays de la Loire;85;191;La Roche-sur-Yon;13;La Roche-sur-Yon-2;28968;1124;30092
75;Nouvelle-Aquitaine;86;053;Champigny en Rochereau ;11;Migné-Auxances;1105;23;1128
75;Nouvelle-Aquitaine;86;053;Champigny en Rochereau ;19;Vouneuil-sous-Biard;838;12;850
75;Nouvelle-Aquitaine;86;066;Châtellerault;02;Châtellerault-1;8525;211;8736
75;Nouvelle-Aquitaine;86;066;Châtellerault;03;Châtellerault-2;9501;256;9757
75;Nouvelle-Aquitaine;86;066;Châtellerault;04;Châtellerault-3;13707;337;14044
75;Nouvelle-Aquitaine;86;194;Poitiers;13;Poitiers-1;17177;459;17636
75;Nouvelle-Aquitaine;86;194;Poitiers;14;Poitiers-2;16893;832;17725
75;Nouvelle-Aquitaine;86;194;Poitiers;15;Poitiers-3;26480;583;27063
75;Nouvelle-Aquitaine;86;194;Poitiers;16;Poitiers-4;16237;306;16543
75;Nouvelle-Aquitaine;86;194;Poitiers;17;Poitiers-5;11878;113;11991
75;Nouvelle-Aquitaine;86;281;Saint-Martin-la-Pallu;07;Jaunay-Clan;3214;47;3261
75;Nouvelle-Aquitaine;86;281;Saint-Martin-la-Pallu;11;Migné-Auxances;2349;40;2389
75;Nouvelle-Aquitaine;87;085;Limoges;08;Limoges-1;18924;270;19194
75;Nouvelle-Aquitaine;87;085;Limoges;09;Limoges-2;15505;148;15653
75;Nouvelle-Aquitaine;87;085;Limoges;10;Limoges-3;16731;183;16914
75;Nouvelle-Aquitaine;87;085;Limoges;11;Limoges-4;16175;147;16322
75;Nouvelle-Aquitaine;87;085;Limoges;12;Limoges-5;7993;571;8564
75;Nouvelle-Aquitaine;87;085;Limoges;13;Limoges-6;17601;352;17953
75;Nouvelle-Aquitaine;87;085;Limoges;14;Limoges-7;14006;184;14190
75;Nouvelle-Aquitaine;87;085;Limoges;15;Limoges-8;15775;325;16100
75;Nouvelle-Aquitaine;87;085;Limoges;16;Limoges-9;8769;83;8852
75;Nouvelle-Aquitaine;87;128;Saint-Pardoux-le-Lac ;02;Ambazac;623;8;631
75;Nouvelle-Aquitaine;87;128;Saint-Pardoux-le-Lac ;03;Bellac;702;5;707
75;Nouvelle-Aquitaine;87;028;Val-d'Oire-et-Gartempe ;03;Bellac;1145;19;1164
75;Nouvelle-Aquitaine;87;028;Val-d'Oire-et-Gartempe ;04;Châteauponsac;510;3;513
44;Grand Est;88;160;Épinal;05;Épinal-1;13463;529;13992
44;Grand Est;88;160;Épinal;06;Épinal-2;18760;930;19690
44;Grand Est;88;413;Saint-Dié-des-Vosges;13;Saint-Dié-des-Vosges-1;11378;257;11635
44;Grand Est;88;413;Saint-Dié-des-Vosges;14;Saint-Dié-des-Vosges-2;8346;269;8615
27;Bourgogne-Franche-Comté;89;024;Auxerre;01;Auxerre-1;8098;431;8529
27;Bourgogne-Franche-Comté;89;024;Auxerre;02;Auxerre-2;6781;159;6940
27;Bourgogne-Franche-Comté;89;024;Auxerre;03;Auxerre-3;8737;336;9073
27;Bourgogne-Franche-Comté;89;024;Auxerre;04;Auxerre-4;11148;252;11400
27;Bourgogne-Franche-Comté;89;387;Sens;16;Sens-1;16571;286;16857
27;Bourgogne-Franche-Comté;89;387;Sens;17;Sens-2;10015;238;10253
27;Bourgogne-Franche-Comté;90;010;Belfort;02;Belfort-1;15688;316;16004
27;Bourgogne-Franche-Comté;90;010;Belfort;03;Belfort-2;16939;293;17232
27;Bourgogne-Franche-Comté;90;010;Belfort;04;Belfort-3;14327;200;14527
11;Île-de-France;91;114;Brunoy;07;Épinay-sous-Sénart;5625;100;5725
11;Île-de-France;91;114;Brunoy;21;Yerres;19729;324;20053
11;Île-de-France;91;421;Montgeron;06;Draveil;6187;103;6290
11;Île-de-France;91;421;Montgeron;19;Vigneux-sur-Seine;17588;191;17779
11;Île-de-France;92;004;Asnières-sur-Seine;02;Asnières-sur-Seine;69519;504;70023
11;Île-de-France;92;004;Asnières-sur-Seine;12;Courbevoie-1;16427;155;16582
11;Île-de-France;92;012;Boulogne-Billancourt;04;Boulogne-Billancourt-1;67433;814;68247
11;Île-de-France;92;012;Boulogne-Billancourt;05;Boulogne-Billancourt-2;53901;429;54330
11;Île-de-France;92;025;Colombes;10;Colombes-1;72663;452;73115
11;Île-de-France;92;025;Colombes;11;Colombes-2;13389;129;13518
11;Île-de-France;92;026;Courbevoie;12;Courbevoie-1;50865;435;51300
11;Île-de-France;92;026;Courbevoie;13;Courbevoie-2;31333;223;31556
11;Île-de-France;92;050;Nanterre;19;Nanterre-1;65218;364;65582
11;Île-de-France;92;050;Nanterre;20;Nanterre-2;31589;282;31871
11;Île-de-France;93;008;Bobigny;05;Bobigny;51608;156;51764
11;Île-de-France;93;008;Bobigny;06;Bondy;2664;8;2672
11;Île-de-France;93;029;Drancy;04;Le Blanc-Mesnil;7887;31;7918
11;Île-de-France;93;029;Drancy;08;Drancy;64222;251;64473
11;Île-de-France;93;031;Épinay-sur-Seine;09;Épinay-sur-Seine;22626;71;22697
11;Île-de-France;93;031;Épinay-sur-Seine;18;Saint-Ouen;32145;86;32231
11;Île-de-France;93;048;Montreuil;12;Montreuil-1;45740;233;45973
11;Île-de-France;93;048;Montreuil;13;Montreuil-2;64174;318;64492
11;Île-de-France;93;066;Saint-Denis;16;Saint-Denis-1;71014;300;71314
11;Île-de-France;93;066;Saint-Denis;17;Saint-Denis-2;41077;591;41668
11;Île-de-France;94;017;Champigny-sur-Marne;03;Champigny-sur-Marne-1;51338;241;51579
11;Île-de-France;94;017;Champigny-sur-Marne;04;Champigny-sur-Marne-2;25701;101;25802
11;Île-de-France;94;028;Créteil;07;Créteil-1;46324;191;46515
11;Île-de-France;94;028;Créteil;08;Créteil-2;45941;281;46222
11;Île-de-France;94;052;Nogent-sur-Marne;05;Charenton-le-Pont;973;13;986
11;Île-de-France;94;052;Nogent-sur-Marne;14;Nogent-sur-Marne;31949;211;32160
11;Île-de-France;94;068;Saint-Maur-des-Fossés;17;Saint-Maur-des-Fossés-1;62169;755;62924
11;Île-de-France;94;068;Saint-Maur-des-Fossés;18;Saint-Maur-des-Fossés-2;13129;161;13290
11;Île-de-France;94;078;Villeneuve-Saint-Georges;06;Choisy-le-Roi;21383;63;21446
11;Île-de-France;94;078;Villeneuve-Saint-Georges;21;Villeneuve-Saint-Georges;13224;41;13265
11;Île-de-France;94;080;Vincennes;09;Fontenay-sous-Bois;9320;73;9393
11;Île-de-France;94;080;Vincennes;23;Vincennes;40315;375;40690
11;Île-de-France;94;081;Vitry-sur-Seine;24;Vitry-sur-Seine-1;48454;239;48693
11;Île-de-France;94;081;Vitry-sur-Seine;25;Vitry-sur-Seine-2;46195;217;46412
11;Île-de-France;95;018;Argenteuil;01;Argenteuil-1;11812;62;11874
11;Île-de-France;95;018;Argenteuil;02;Argenteuil-2;63082;251;63333
11;Île-de-France;95;018;Argenteuil;03;Argenteuil-3;35319;240;35559
11;Île-de-France;95;127;Cergy;04;Cergy-1;47031;270;47301
11;Île-de-France;95;127;Cergy;05;Cergy-2;19291;246;19537
